State,District,Tehsil,Village,Station Name,Well Depth,Latest Reading
Punjab,Mansa,Sardulgarh,Burj bhalaike,Burj bhalaike,29.3,3.420000076
Punjab,Mansa,Sardulgarh,Fattamaluka,Fattamaluka,19.9,6.909999847
Punjab,Mohali,Dera bassi,Joli,Joli,11.85,3.190000057
Punjab,Mukatsar,Muktsar,Labanianwali,Labanianwali,29.7,3.420000076
Punjab,Mukatsar,Muktsar,Muktsar,Muktsar,23.95,3.96
Punjab,Pathankot,Dhar kalan,Nawan pind,Nawan pind,13.45,6.53000021
Punjab,Pathankot,Pathankot,Bhoa,Bhoa,6.46,4.369999886
Punjab,Pathankot,Pathankot,Jhakolahri,Jhakolahri,7.35,3.19
Punjab,Pathankot,Pathankot,Khanikhui,Khanikhui,4.4,1.309999943
Punjab,Pathankot,Pathankot,Pathankot,Pathankot1,9.0,3.220000029
Punjab,Ropar,Anandpur sahib,Braham pur,Braham pur,9.35,3.210000038
Punjab,Ropar,Anandpur sahib,Dhair,Dhair,25.0,5.900000095
Punjab,Ropar,Rupnagar,Ahmedpur,Ahmedpur,11.6,5.210000038
Punjab,Ropar,Rupnagar,Bera chauta,Bera chauta,5.6,2.579999924
Punjab,Ropar,Rupnagar,Hardinamoh,Hardinamoh,11.9,1.75999999
Tamil nadu,Chennai,Chennai,K.k.nagar,K.k.nagar,5.85,2.5
Tamil nadu,Coimbatore,Annur,Ganesapuram,Ganesapuram,37.0,24.43000031
Tamil nadu,Coimbatore,Annur,Saravanampatti,Saravanampatti,31.83,10.59999943
Tamil nadu,Coimbatore,Annur,Saravanampatti,Saravanampatti1,61.0,25.46999931
Tamil nadu,Coimbatore,Annur,Vadavalli,Vadavalli,50.56,41.61999893
Tamil nadu,Coimbatore,Coimbatore south,Pichanur,Pichanur,48.8,14.42999935
Tamil nadu,Coimbatore,Coimbatore south,Singanallur,Singanallur,36.1,5.95
Tamil nadu,Coimbatore,Mettupalayam,Seeliyur,Seeliyur,52.65,9.53
Tamil nadu,Coimbatore,Pollachi,Angalakurichi,Angalakurichi,49.0,46.20000076
Tamil nadu,Coimbatore,Pollachi,Pollachi,Pollachi1,9.94,1.449999928
Tamil nadu,Coimbatore,Sulur,Samalapuram,Samalapuram,39.0,11.35000038
Tamil nadu,Coimbatore,Sulur,Sulur,Sulur,12.28,3.100000143
Tamil nadu,Dharmapuri,Dharmapuri,Bommidimalapurm,Bommidimalapurm,18.9,7.289999962
Tamil nadu,Dharmapuri,Dharmapuri,Indoor,Indoor,10.8,2.769999981
Tamil nadu,Dharmapuri,Harur,Harur,Harur2,49.0,13.10999966
Tamil nadu,Dharmapuri,Pennagaram,Nagadasampatti,Nagadasampatti,15.0,3.930000305
Tamil nadu,Dindigul,Dindigul,Hanumanthanagar,Hanumanthanagar,12.7,1.95
Tamil nadu,Dindigul,Dindigul,Sanarpatti,Sanarpatti,69.4,20.55999947
Tamil nadu,Dindigul,Dindigul,Vadamadurai,Vadamadurai,20.8,10.38000011
Tamil nadu,Dindigul,Kodaikanal,Kodaikanal,Kodaikanal,10.2,4.400000095
Tamil nadu,Dindigul,Natham,Natham,Natham1,12.4,2.700000048
Tamil nadu,Dindigul,Natham,Nattam,Nattam,51.25,2.399999857
Tamil nadu,Dindigul,Oddanchatram,Chattrapatti,Chattrapatti,19.47,12.75
Tamil nadu,Dindigul,Oddanchatram,Oddanchatram,Oddanchatram1,70.5,8.059999466
Tamil nadu,Dindigul,Oddanchatram,Oodanchatram,Oodanchatram,22.3,3.800000191
Tamil nadu,Dindigul,Oddanchatram,Thumbalapatti,Thumbalapatti,18.35,12.30000019
Tamil nadu,Dindigul,Palani,Palani,Palani2,14.45,2.49000001
Tamil nadu,Dindigul,Vedasandur,Ayyalur,Ayyalur,62.5,5.48
Tamil nadu,Dindigul,Vedasandur,Idayapatti,Idayapatti,18.6,13.610001
Tamil nadu,Dindigul,Vedasandur,Kovilur (ramanathapuram),Kovilur (ramanathapuram),45.3,3.519999981
Tamil nadu,Erode,Anthiyur,Ammapet,Ammapet1,31.0,7.990000248
Tamil nadu,Erode,Anthiyur,Ammapet,Ammapet2,11.05,7.079999924
Tamil nadu,Erode,Anthiyur,Attani,Attani,19.4,8.710000038
Tamil nadu,Erode,Anthiyur,Bhavani,Bhavani1,10.6,7.670000076
Tamil nadu,Erode,Anthiyur,Krishnapuram,Krishnapuram,19.5,11.13000011
Tamil nadu,Erode,Bhavani,Kavundapadi,Kavundapadi1,16.3,4.010000229
Tamil nadu,Erode,Bhavani,Urachikottai,Urachikottai,31.0,5.990000248
Tamil nadu,Erode,Dharapuram,Alangiyam,Alangiyam,52.2,6.130000114
Tamil nadu,Erode,Dharapuram,Dharapuram,Dharapuram1,79.5,2.150000095
Tamil nadu,Erode,Dharapuram,Mulanur,Mulanur2,9.55,8.789999962
Tamil nadu,Erode,Erode,Chittodu,Chittodu,14.3,2.980000019
Tamil nadu,Erode,Erode,Elmattur,Elmattur,9.65,2.769999981
Tamil nadu,Erode,Erode,Erode,Erode2,12.0,6.510000229
Tamil nadu,Erode,Erode,Unjalur,Unjalur,7.0,3.140000105
Tamil nadu,Erode,Gobichettipalayam,Gobichettipalayam,Gobichettipalayam1,20.5,2.659999847
Tamil nadu,Erode,Gobichettipalayam,Kasipalayam,Kasipalayam,19.15,0.569999993
Tamil nadu,Erode,Kangeyam,Kangayam,Kangayam2,24.4,6.989999771
Tamil nadu,Erode,Kangeyam,Muttur,Muttur1,20.2,5.420000076
Tamil nadu,Erode,Kangeyam,Uthiyur,Uthiyur,11.9,6.539999962
Tamil nadu,Erode,Perundurai,Chennimalai,Chennimalai2,17.2,5.669999599
Tamil nadu,Erode,Perundurai,Nasiyanur,Nasiyanur,15.85,6.94
Tamil nadu,Erode,Perundurai,Perundurai,Perundurai1,24.95,9.680000305
Tamil nadu,Erode,Sathyamangalam,Indiampalayam,Indiampalayam,12.52,0.580000043
Tamil nadu,Kancheepuram,Kancheepuram,Kancheepuram,Kancheepuram,17.1,6.630000114
Tamil nadu,Kancheepuram,Kancheepuram,Walajabad,Walajabad,12.85,3.5
Tamil nadu,Kancheepuram,Madhuranthagam,Madurantagam,Madurantagam1,12.0,6.05
Tamil nadu,Kancheepuram,Sriperumbudur,Paddapai,Paddapai,36.9,6.400000095
Tamil nadu,Kancheepuram,St.thomas,Tambaram,Tambaram1,14.0,3.5
Tamil nadu,Kancheepuram,Thirukalukundram,Mahabalipuram,Mahabalipuram,10.0,3.35
Tamil nadu,Kancheepuram,Uthiramerur,Thirumukkudal,Thirumukkudal,61.6,2.400000095
Tamil nadu,Kancheepuram,Uthiramerur,Uthiramerur,Uthiramerur2,12.75,6.900000095
Tamil nadu,Karur,Aravakurichi,Paramatti,Paramatti1,17.62,0.660000026
Tamil nadu,Krishnagiri,Denganikottai,Anusonai,Anusonai,16.0,2.299999952
Tamil nadu,Krishnagiri,Uthangarai,Mattur,Mattur2,46.2,5.809999943
Tamil nadu,Madurai,Madurai north,Kadavoor,Kadavoor,8.2,1.759999871
Tamil nadu,Madurai,Madurai north,Kallandri,Kallandri1,55.4,1.659999967
Tamil nadu,Namakkal,Namakkal,K.naickanpatti,K.naickanpatti,29.89,6.919999599
Tamil nadu,Namakkal,Namakkal,Mohanur,Mohanur,56.65,0.720000029
Tamil nadu,Namakkal,Namakkal,Namakkal,Namakkal2,17.62,0.449999988
Tamil nadu,Namakkal,Paramathivellur,Irumbapalam,Irumbapalam,17.9,1.140000105
Tamil nadu,Namakkal,Paramathivellur,Solasiramani,Solasiramani,49.5,4.84
Tamil nadu,Namakkal,Paramathivellur,Velur,Velur,5.9,2.360000134
Tamil nadu,Namakkal,Rasipuram,Ayilpatti,Ayilpatti,22.47,2.720000029
Tamil nadu,Namakkal,Rasipuram,Metala,Metala,23.77,8.699999809
Tamil nadu,Namakkal,Rasipuram,Mohanur,Mohanur1,4.3,0.520000041
Tamil nadu,Namakkal,Rasipuram,Rasipuram,Rasipuram1,17.75,6.489999771
Tamil nadu,Namakkal,Rasipuram,Singalanadu prm,Singalanadu prm,31.8,16.55999947
Tamil nadu,Namakkal,Rasipuram,Vennandur,Vennandur,25.8,5.88
Tamil nadu,Namakkal,Thiruchengodu,Kalipatti,Kalipatti,24.0,6.109999657
Tamil nadu,Namakkal,Thiruchengodu,Nallur,Nallur1,18.95,2.119999886
Tamil nadu,Namakkal,Thiruchengodu,Thiruchengodu,Thiruchengodu,13.5,2.960000038
Tamil nadu,Namakkal,Thiruchengodu,Vaiyappamalai,Vaiyappamalai,20.76,4.46999979
Tamil nadu,Nilgiris,Coonoor,Wellington,Wellington,4.74,1.5899999
Tamil nadu,Nilgiris,Gudalur,Cherambadi,Cherambadi,6.08,2.84
Tamil nadu,Nilgiris,Gudalur,Pandalur,Pandalur,6.75,3.200000048
Tamil nadu,Nilgiris,Kotagiri,Mullur,Mullur,6.5,0.799999952
Tamil nadu,Nilgiris,Ootacamund,Pykara,Pykara,3.64,1.549999952
Tamil nadu,Nilgiris,Ootacamund,Udhagamandalam,Udhagamandalam,3.62,0.56999993
Tamil nadu,Perambalur,Kunnam,Kunnam,Kunnam,11.3,2.849999905
Tamil nadu,Perambalur,Perambalur,Ammapalayam,Ammapalayam,14.45,2.75
Tamil nadu,Perambalur,Perambalur,Kurumbalur,Kurumbalur,20.66,1.959999919
Tamil nadu,Perambalur,Perambalur,Perambalur,Perambalur2,10.4,4.789999962
Tamil nadu,Perambalur,Perambalur,Ranjankudi,Ranjankudi,42.6,3.5
Tamil nadu,Pudukkottai,Alangudi,Valathirakkotai,Valathirakkotai,11.6,4.389999866
Tamil nadu,Pudukkottai,Aranthangi,Arantangi,Arantangi,7.0,2.400000095
Tamil nadu,Pudukkottai,Aranthangi,Erachi,Erachi,8.0,3.800000191
Tamil nadu,Pudukkottai,Aranthangi,Nakkudi,Nakkudi1,9.0,4.050000191
Tamil nadu,Pudukkottai,Avudaiyarkoil,Avudaiyarkoil,Avudaiyarkoil1,7.0,3.820000172
Tamil nadu,Pudukkottai,Gandarvakottai,Gandharvakottai,Gandharvakottai1,15.65,3.419999838
Tamil nadu,Pudukkottai,Manamelkudi,Manamelkudi,Manamelkudi1,7.2,3.670000076
Tamil nadu,Pudukkottai,Pudukkottai,Adanakottai,Adanakottai,10.75,6.25
Tamil nadu,Pudukkottai,Pudukkottai,Pudukkottai,Pudukkottai,45.0,5.570000172
Tamil nadu,Pudukkottai,Thirumayam,Thirumayam,Thirumayam1,37.45,2.120000124
Tamil nadu,Salem,Attur,Athur,Athur,59.0,8.359999657
Tamil nadu,Salem,Attur,Attur fire st.,Attur fire st.,13.96,8.109999657
Tamil nadu,Salem,Attur,P.n.palayam,P.n.palayam1,59.0,5.980000019
Tamil nadu,Salem,Gangavalli,Sendarpatti,Sendarpatti,70.5,3.28000021
Tamil nadu,Salem,Gangavalli,Veraganur,Veraganur,52.0,8.159999847
Tamil nadu,Salem,Mettur,Kulathur,Kulathur,65.5,21.42000008
Tamil nadu,Salem,Mettur,Nangavalli,Nangavalli,65.8,9.379999161
Tamil nadu,Salem,Sankari,Kullampatti,Kullampatti,49.0,8.259999275
Tamil nadu,Salem,Yercaud,Yercaud,Yercaud,6.75,2.060000181
Tamil nadu,Sivaganga,Karaikudi,Chettinadu,Chettinadu,14.12,2.099999905
Tamil nadu,Sivaganga,Thiruppattur,Tirupathur,Tirupathur1,32.0,6.929999828
Tamil nadu,Thanjavur,Papanasam,Papanasam,Papanasam,6.1,2.95
Tamil nadu,Thanjavur,Thanjavur,Melvastrachavdi,Melvastrachavdi,21.0,15.55000019
Tamil nadu,Thanjavur,Thiruvidaimaruthur,Lower anaicut,Lower anaicut,7.25,3.199999809
Tamil nadu,Tiruchirappalli,Lalgudi,Pullambadi,Pullambadi1,8.3,3.299999714
Tamil nadu,Tiruchirappalli,Manachanallur,Siruganur,Siruganur,15.5,5.5
Tamil nadu,Tiruchirappalli,Srirangam,Chattirapatti,Chattirapatti,21.0,4.0
Tamil nadu,Tiruchirappalli,Thottiyam,Thathayangarpet,Thathayangarpet,29.53,12.65999985
Tamil nadu,Tiruchirappalli,Thottiyam,Tottiyam,Tottiyam,49.0,5.389999866
Tamil nadu,Tiruchirappalli,Thottiyam,Tumbalam,Tumbalam,16.0,6.700000286
Tamil nadu,Tiruchirappalli,Thuraiyur,Thurayur,Thurayur1,99.0,6.220000267
Tamil nadu,Tiruchirappalli,Tiruchirappalli,Thuvakkudi,Thuvakkudi,11.1,1.99000001
Tamil nadu,Tiruppur,Avinashi,Avinashi,Avinashi1,24.82,5.349999905
Tamil nadu,Tiruppur,Avinashi,Karamadai,Karamadai,17.21,1.620000005
Tamil nadu,Tiruppur,Madathukulam,Kaniyur,Kaniyur,8.87,2.299999952
Tamil nadu,Tiruppur,Madathukulam,Karattoluvu,Karattoluvu,39.65,1.950000048
Tamil nadu,Tiruppur,Madathukulam,Kumaralingam,Kumaralingam,7.19,1.549999952
Tamil nadu,Tiruppur,Madathukulam,Kumaralingam,Kumaralingam1,61.0,1.639999986
Tamil nadu,Tiruppur,Palladam,Kettanur,Kettanur,67.1,2.349999905
Tamil nadu,Tiruppur,Palladam,Nachipalayam,Nachipalayam,13.51,5.820000172
Tamil nadu,Tiruppur,Palladam,Nachipalayam,Nachipalayam1,108.0,4.550000191
Tamil nadu,Tiruppur,Palladam,Palladam,Palladam2,49.0,8.100000381
Tamil nadu,Tiruppur,Udumalpet,Udumalpet,Udumalpet1,19.03,1.480000019
Tamil nadu,Tiruvallur,Ponneri,Padiyanallur,Padiyanallur,99.0,3.599999905
Tamil nadu,Tiruvallur,Poonamallee,Tirumazhisai,Tirumazhisai,8.5,3.82
Tamil nadu,Tiruvallur,Tiruttani,Kanakammachatrm,Kanakammachatrm,10.5,0.800000012
Tamil nadu,Tiruvallur,Tiruttani,Tiruttani,Tiruttani,10.75,1.940000057
Tamil nadu,Tiruvannamalai,Chengam,Anandavadi,Anandavadi,10.47,6.690000057
Tamil nadu,Tiruvannamalai,Chengam,Melravandavadi,Melravandavadi,49.6,6.590000153
Tamil nadu,Tiruvannamalai,Chengam,Thanipadi,Thanipadi,12.9,5.55
Tamil nadu,Tiruvannamalai,Cheyyar,Cheyyar,Cheyyar2,11.76,3.04
Tamil nadu,Tiruvannamalai,Polur,Chetpet,Chetpet1,14.55,4.949999809
Tamil nadu,Tiruvannamalai,Vandavasi,Vandavasi,Vandavasi1,44.5,1.730000019
Tamil nadu,Vellore,Arcot,Arcot,Arcot2,10.75,0.94
Tamil nadu,Vellore,Katpadi,Kv kuppam,Kv kuppam,49.5,5.869999886
Tamil nadu,Vellore,Thiruppathur,Alankuppam,Alankuppam,13.3,2.789999962
Tamil nadu,Vellore,Thiruppathur,Kandili,Kandili,42.9,5.420000076
Tamil nadu,Vellore,Thiruppathur,Perambattu,Perambattu,15.6,2.390000105
Tamil nadu,Vellore,Vaniyambadi,Kavalur,Kavalur,14.0,11.30999947
Tamil nadu,Vellore,Vellore,Palligonda,Palligonda,52.2,9.269999504
Tamil nadu,Vellore,Walajah,Avarakarai,Avarakarai,39.6,1.16
Tamil nadu,Vellore,Walajah,Lalpet,Lalpet,12.8,2.319999933
Tamil nadu,Vellore,Walajah,Ranipet,Ranipet1,8.0,2.059999943
Tamil nadu,Vellore,Walajah,Sholingar,Sholingar1,12.35,0.840000033
Tamil nadu,Viluppuram,Gingee,Gingee,Gingee1,40.0,1.570000052
Tamil nadu,Viluppuram,Gingee,Gingee,Gingee2,9.85,4.200000286
Tamil nadu,Viluppuram,Kallakkurichi,Chinnasalem,Chinnasalem,70.3,3.5
Tamil nadu,Viluppuram,Kallakkurichi,Chinnasalem,Chinnasalem1,7.74,1.580000043
Tamil nadu,Viluppuram,Kallakkurichi,Kacharapalayam,Kacharapalayam,10.7,4.490000248
Tamil nadu,Viluppuram,Kallakkurichi,Kallakurichi,Kallakurichi1,39.65,4.369999886
Tamil nadu,Viluppuram,Kallakkurichi,Tyagadurgam,Tyagadurgam,41.7,3.599999905
Tamil nadu,Viluppuram,Sankarapuram,Rishivandiyam,Rishivandiyam,10.35,3.799999952
Tamil nadu,Viluppuram,Tindivanam,Brammadesam,Brammadesam,46.0,1.220000029
Tamil nadu,Viluppuram,Tirukkoyilur,Mambazhapattu,Mambazhapattu,10.5,2.559999943
Tamil nadu,Viluppuram,Tirukkoyilur,Tirukkoilur,Tirukkoilur1,12.1,1.410000086
Tamil nadu,Viluppuram,Ulundurpettai,Pidagam,Pidagam,13.05,3.75999999
Tamil nadu,Viluppuram,Ulundurpettai,Ulundurpet,Ulundurpet1,42.7,7.679999828
Telangana,Adilabad,Jainad,Jainath,Jainath,12.24,5.050000191
Telangana,Adilabad,Jaipur,Bhimavaram,Bhimavaram1,9.68,5.039999962
Telangana,Adilabad,Jannaram,Jannaram,Jannaram,16.0,2.470000029
Telangana,Adilabad,Khanapur,Pembi,Pembi,11.1,2.25999999
Telangana,Adilabad,Mamda,Potaram,Potaram,9.62,3.480000019
Telangana,Adilabad,Mancherial,Hajipur,Hajipur,18.0,2.339999914
Telangana,Karimnagar,Choppadandi,Aruna konda-new,Aruna konda-new,9.0,2.71
Telangana,Karimnagar,Koratla,Mohanraopet,Mohanraopet1,9.0,1.850000024
Telangana,Karimnagar,Manthani,Kalwacherla,Kalwacherla,10.0,3.720000029
Telangana,Karimnagar,Manthani,Venkatapur,Venkatapur,13.0,2.670000076
Telangana,Karimnagar,Timmapur,Tadikal,Tadikal,16.0,0.939999998
Telangana,Khammam,Aswaraopet,Vinayakapuram,Vinayakapuram,10.82,6.949999809
Telangana,Khammam,Chintur,Mothugundam,Mothugundam,5.85,2.529999971
Telangana,Khammam,Chintur,Sarivela,Sarivela,7.5,2.849999905
Telangana,Khammam,Dammapeta,Gandugulapalli-2,Gandugulapalli-pz 2,102.0,20.39999962
Telangana,Khammam,Garla,Garla,Garla,8.48,2.049999952
Telangana,Khammam,Pinapaka,Edira,Adira,11.3,0.680000007
Telangana,Khammam,Tirumalayapalem,Nayakangudem,Nayakangudem1,9.4,2.779999971
Telangana,Khammam,Wazeed,Venkatapuram,Venkatapuram2,15.1,3.24000001
Telangana,Mahbubnagar,Alampur,Alampur,Alampur1,7.47,2.220000029
Telangana,Mahbubnagar,Bhoothpur,Pedda mulgera,Pedda mulgera-pz 1,31.0,13.01000023
Telangana,Mahbubnagar,Pebbair,Kancharaopalli,Kancharaopalli,18.4,2.839999914
Telangana,Medak,Kaudipalle,Kaudipally,Kaudipally-pz,37.6,21.35000038
Telangana,Medak,Raikod,Raikod,Raikod-pz,50.8,3.690000057
Telangana,Medak,Ramayampet,Ramayampet,Ramayampet-pz,33.1,6.619999886
Telangana,Medak,Rangampet,Kulcharam,Kulcharam-pz,36.2,17.68000031
Telangana,Medak,Siddipet,Siddipet,Siddipet-pz,50.4,8.5
Telangana,Nalgonda,Devarakonda,Devarakonda,Devarakonda,20.0,4.449999809
Telangana,Nalgonda,Gundlapalle,G.palli(dindi),G.palli(dindi) -pz,69.9,11.40999985
Telangana,Nalgonda,Jajireddygudem,Aravapalle,Arvepally-pz,32.7,3.579999924
Telangana,Nalgonda,Kanagal,Kanagal,Kanagal-pz,23.5,8.100000381
Telangana,Nalgonda,Kodad,Kodad-new,Kodad-new,14.68,2.75
Telangana,Nalgonda,Miryalaguda,Thungapadu,Thungapadu,7.0,3.549999952
Telangana,Nalgonda,Mote,Mothey,Mothey-pz,30.0,1.330000043
Telangana,Nalgonda,Mungala,Munagala,Munagala,12.34,2.950000048
Telangana,Nalgonda,Munugode,Munugodu,Munugodu-pz,20.3,5.590000153
Telangana,Nalgonda,Nidamanur,Nidamanuru,Nidamanuru,6.7,4.829999924
Telangana,Nalgonda,Pochampalle,Pochampalli,Pochampalli,21.0,9.380000114
Telangana,Nalgonda,Suryapet,Suryapet,Suryapet-pz,26.5,1.75
Telangana,Nalgonda,Turkapalle,M.turkapalli,M.turkapalli-pz,26.5,7.510000229
Telangana,Nizamabad,Armur,Armur,Armur-pz,30.9,5.309999943
Telangana,Nizamabad,Dharpur,Dharpalli,Dharpalli-pz,41.0,9.6
Telangana,Nizamabad,Dichkonda,Bichkonda,Bichkonda-pz,30.0,6.46999979
Telangana,Nizamabad,Dichkonda,Takkadapally,Takkadapally,14.9,5.829999924
Telangana,Nizamabad,Dichpalle,Dichpalli,Dichpalli-pz,31.6,8.93
Telangana,Nizamabad,Lingampet,Mustapur,Mustapur,11.5,5.699999809
Telangana,Nizamabad,Pitlam,Chinnakodapagal,Chinnakodapagal-pz,26.5,8.460000038
Telangana,Ranga reddy,Chevella,Antaram (c),Antaram (c),14.1,5.829999924
Telangana,Ranga reddy,Hayatnagar,Bata singaram,Bata singaram,9.5,1.75
Telangana,Ranga reddy,Kandukur,Maheswaram,Maheswaram1,30.0,10.93000031
Telangana,Ranga reddy,Shamshabad,Shamshabad,Shamshabad1,26.5,10.56999969
Telangana,Ranga reddy,Shankarpalle,Shankarapally,Shankarapally,17.5,2.609999895
Telangana,Ranga reddy,Tandur,Inoli,Inoli,13.5,3.519999981
Telangana,Ranga reddy,Uppal,Uppal,Uppal,26.5,8.039999962
Telangana,Warangal rural,Kesamudram,Ingurti,Ingurti,8.8,2.00999999
Telangana,Warangal rural,Kesamudram,Kesamudram,Kesamudram,8.0,1.299999952
Telangana,Warangal rural,Mahabubabad,Mahabubabad,Mahabubabad,8.3,0.730000019
Telangana,Warangal rural,Mangapet,Kamalapuram-new,Kamalapuram-new,10.8,6.53000021
Telangana,Warangal rural,Mulug,Jangalapalli,Jangalapalli,9.3,1.879999995
Telangana,Warangal rural,Regonda,Parakal,Parakal,8.5,1.529999971
Telangana,Warangal rural,Tadvai,Govindaraopet,Govindaraopet,12.4,1.700000048
